Cle,Zone,region_fr,province_fr,cercle_fr,commune_fr,nom_fr,nom_ar,type_localite,caractere_zone,milieu,population,menage,total_menages_sd,Longitude,Latitude
Nihit - Tilkist,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Nihit,Tilkist,تيلكيست,douar,,rural,16,5,,-8.498653299999999,30.3069521
Nihit - Afyane,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Nihit,Afyane,أفيان,douar,,rural,49,16,,,
Nihit - Zaouiat Afyane,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Nihit,Zaouiat Afyane,زاوية أفيان,douar,,rural,66,15,,,
Nihit - Tazemrante,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Nihit,Tazemrante,تازمرانت,douar,,rural,0,0,,-8.516545,30.35591
Oualqadi - Aguejgal,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Oualqadi,Aguejgal,أكجكال,douar,,rural,160,57,,,
Oualqadi - Aguerdane,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Oualqadi,Aguerdane,أكرضان,douar,,rural,52,21,,,
Oualqadi - Aguerd Nouallous,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Oualqadi,Aguerd Nouallous,أكرض نوالوس,douar,,rural,69,23,,,
Oualqadi - Ait Chaib,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Oualqadi,Ait Chaib,أيت شعيب,douar,,rural,16,4,,-8.502622,30.161209
Oualqadi - Anmid,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Oualqadi,Anmid,أنميد,douar,,rural,54,23,,-8.529691,30.187898
Oualqadi - Assaka,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Oualqadi,Assaka,أسكا,douar,,rural,38,24,,-8.534043,30.200202
Oualqadi - Assifid,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Oualqadi,Assifid,أسيفيض,douar,,rural,36,16,,-8.511735,30.249882
Oualqadi - Ighil Nouna,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Oualqadi,Ighil Nouna,إغيل نونا,douar,,rural,128,27,,-8.46446,30.21522
Oualqadi - Ighil Ntazadine,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Oualqadi,Ighil Ntazadine,إغيل نتازاضين,douar,,rural,63,26,,-8.5261,30.223034
Oualqadi - Ighir Ntezka,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Oualqadi,Ighir Ntezka,إغير نتزكا,douar,,rural,88,23,,,
Oualqadi - Ignane,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Oualqadi,Ignane,إكنان,douar,,rural,7,2,,-8.51242,30.22246
Oualqadi - Imi Ntizgui,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Oualqadi,Imi Ntizgui,إمي نتيزكي,douar,,rural,170,50,,-8.496848,30.210446
Oualqadi - Isdrim,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Oualqadi,Isdrim,إسدريم,douar,,rural,63,24,,-8.5026835,30.2334033
Oualqadi - Asdrem,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Oualqadi,Asdrem,أسدرم,douar,,rural,29,8,,,
Oualqadi - Ourti,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Oualqadi,Ourti,أورتي,douar,,rural,29,13,,-8.519869,30.205345
Oualqadi - Slaw,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Oualqadi,Slaw,سلاو,douar,,rural,110,28,,-8.45882,30.17451
Oualqadi - Tadiza,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Oualqadi,Tadiza,تاديزا,douar,,rural,139,40,,-8.4847,30.19266
Oualqadi - Tasga,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Oualqadi,Tasga,تاسكا,douar,,rural,220,56,,,
Oualqadi - Jgasne,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Oualqadi,Jgasne,جكاسن,douar,,rural,102,28,,-8.48239,30.19938
Oualqadi - Tifrit,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Oualqadi,Tifrit,تيفريت,douar,,rural,9,3,,,
Oualqadi - Tigmit,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Oualqadi,Tigmit,تيكميط,douar,,rural,39,19,,,
Oualqadi - Tiguert,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Oualqadi,Tiguert,تيكرت,douar,,rural,46,12,,-9.832372999999999,30.6307509
Oualqadi - Tizgui Noufella,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Oualqadi,Tizgui Noufella,تيزكي نوفلا,douar,,rural,56,32,,,
Oualqadi - Tizi Ntiline,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Oualqadi,Tizi Ntiline,تيزي نتيلين,douar,,rural,17,7,,-8.515806,30.191143
Oualqadi - Ouanziki,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Oualqadi,Ouanziki,وانزيكي,douar,,rural,32,13,,,
Oualqadi - Tizgui Idrane,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Oualqadi,Tizgui Idrane,تيزكي إدران,douar,,rural,52,26,,-8.531455,30.214004
Sidi Boaal - Agni Lkhir,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Sidi Boaal,Agni Lkhir,أكني الخير,douar,,rural,160,39,,-8.5134058,29.9438378
Sidi Boaal - Anamer,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Sidi Boaal,Anamer,أنامر,douar,,rural,189,55,,-8.5134058,29.9438378
Sidi Boaal - Waremdaz,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Sidi Boaal,Waremdaz,وارمداز,douar,,rural,190,70,,-8.5134058,29.9438378
Sidi Boaal - Douzrou,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Sidi Boaal,Douzrou,دوزرو,douar,,rural,119,38,,-8.39015,30.05415
Sidi Boaal - Ifesfas,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Sidi Boaal,Ifesfas,إفسفاس,douar,,rural,262,55,,-8.5134058,29.9438378
Sidi Boaal - Ilemdane,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Sidi Boaal,Ilemdane,إلمدان,douar,,rural,76,20,,-8.5134058,29.9438378
Sidi Boaal - Tagueldimt,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Sidi Boaal,Tagueldimt,تاكلديمت,douar,,rural,93,29,,-8.5134058,29.9438378
Sidi Boaal - Tagragra,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Sidi Boaal,Tagragra,تكراكرا,douar,,rural,40,13,,-8.437053,30.082878
Sidi Boaal - Tamsoult,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Sidi Boaal,Tamsoult,تمسولت,douar,,rural,77,18,,-8.5134058,29.9438378
Sidi Boaal - Tanatamt,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Sidi Boaal,Tanatamt,تاناتامت,douar,,rural,600,300,,-8.5134058,29.9438378
Sidi Boaal - Tanjajemcht,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Sidi Boaal,Tanjajemcht,تانجاجمشت,douar,,rural,65,20,,-8.5134058,29.9438378
Sidi Boaal - Tiouardiouine,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Sidi Boaal,Tiouardiouine,تيوارضيوين,douar,,rural,160,50,,-8.5134058,29.9438378
Sidi Boaal - Toujgaline,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Sidi Boaal,Toujgaline,توجكالين,douar,,rural,97,26,,-8.405198,30.084033
Tabia - Arayd,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tabia,Arayd,أرايض,douar,,rural,13,3,,,
Tabia - Tifrit,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tabia,Tifrit,تيفريت,douar,,rural,35,12,,-8.868648,30.073383
Tataoute - Afra,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tataoute,Afra,أفرا,douar,,rural,440,76,,-8.700838,30.29586
Tataoute - Agadir Ntataout,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tataoute,Agadir Ntataout,أكادير نتتاوت,douar,,rural,170,25,,-8.706002,30.237608
Tataoute - Tilizit,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tataoute,Tilizit,تيليزيت,douar,,rural,100,18,,-8.65035,30.179801
Tataoute - Aguerd Ikbilne,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tataoute,Aguerd Ikbilne,أكرض إكبيلن,douar,,rural,39,11,,-8.667141,30.223211
Tataoute - Aguelf,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tataoute,Aguelf,أكلف,douar,,rural,100,21,,-8.744541,30.235375
Tataoute - Aguerd Naissa,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tataoute,Aguerd Naissa,أكرض نعيسى,douar,,rural,245,45,,-8.675530199999999,30.2570427
Tataoute - Ait Gah,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tataoute,Ait Gah,أيت كاح,douar,,rural,330,61,,-8.7181794,30.2413242
Tataoute - Ait Boust,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tataoute,Ait Boust,أيت بوست,douar,,rural,70,13,,-8.726652,30.300609
Tataoute - Ait Bouil,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tataoute,Ait Bouil,أيت بويل,douar,,rural,50,12,,-8.731766,30.264064
Tataoute - Ait Ferouane,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tataoute,Ait Ferouane,أيت فروان,douar,,rural,210,42,,-8.7181794,30.2413242
Tataoute - Tazghlilte,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tataoute,Tazghlilte,تزغليلت,douar,,rural,655,125,,-8.626352,30.197062
Tataoute - Ait Hemdine,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tataoute,Ait Hemdine,أيت حمدين,douar,,rural,90,19,,-8.7181794,30.2413242
Tataoute - Ait Nacer,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tataoute,Ait Nacer,أيت ناصر,douar,,rural,25,7,,-8.711399,30.272156
Tataoute - Amghirar,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tataoute,Amghirar,أمغيرار,douar,,rural,250,45,,-8.675676,30.252547
Tataoute - Aniy,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tataoute,Aniy,أني,douar,,rural,175,32,,-8.652896,30.207223
Tataoute - Anlgou,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tataoute,Anlgou,أنلكو,douar,,rural,165,33,,-8.734041,30.2675346
Tataoute - Anzzig,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tataoute,Anzzig,أنزيك,douar,,rural,170,29,,-8.7181794,30.2413242
Tataoute - Tizgui,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tataoute,Tizgui,تيزكي,douar,,rural,200,36,,-8.713501,30.257027
Tataoute - Arg,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tataoute,Arg,أرك,douar,,rural,330,64,,-8.618304,30.176472
Tataoute - Asguen Ikbilne,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tataoute,Asguen Ikbilne,أسكن إكبيلن,douar,,rural,15,5,,-8.7181794,30.2413242
Tataoute - Azour Nimoula,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tataoute,Azour Nimoula,أزور نيمولا,douar,,rural,140,28,,-8.689349,30.293041
Tataoute - Tassila,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tataoute,Tassila,تسيلا,douar,,rural,35,6,,-8.719912,30.306314
Tataoute - Talmoudaat,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tataoute,Talmoudaat,تلموضعات,douar,,rural,50,10,,-8.716031,30.2395
Tataoute - Ifri,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tataoute,Ifri,إفري,douar,,rural,80,16,,-8.720749,30.260696
Tataoute - Ighir Ntourda,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tataoute,Ighir Ntourda,إغير نتورضا,douar,,rural,160,30,,-8.687708,30.277892
Tataoute - Timtchit,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tataoute,Timtchit,تيمتشيت,douar,,rural,90,18,,-8.708769,30.274649
Tataoute - Imi Ntalat,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tataoute,Imi Ntalat,إمي نتلات,douar,,rural,200,38,,-8.7181794,30.2413242
Tataoute - Kasbat Ikbilne,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tataoute,Kasbat Ikbilne,قصبة إكبيلن,douar,,rural,190,35,,-8.7181794,30.2413242
Tataoute - Taadante,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tataoute,Taadante,تعدانت,douar,,rural,175,35,,-8.670307,30.218804
Tataoute - Tanika,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tataoute,Tanika,تنيكا,douar,,rural,70,14,,-8.720443,30.241301
Tataoute - Taourirt Nikbilne,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tataoute,Taourirt Nikbilne,تاوريرت نكبيلن,douar,,rural,180,35,,-2.8935028,34.3983716
Tataoute - Taourirt Nfacha,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tataoute,Taourirt Nfacha,تاوريرت نفاشا,douar,,rural,30,6,,-2.8935028,34.3983716
Tataoute - Tizi Nikaa,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tataoute,Tizi Nikaa,تيزي نيكعا,douar,,rural,200,38,,-8.719851,30.290037
Tataoute - Tasdremt,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tataoute,Tasdremt,تسدرمت,douar,,rural,105,21,,-8.7181794,30.2413242
Tataoute - Taglouite,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tataoute,Taglouite,تكلويت,douar,,rural,110,21,,-8.707497,30.240099
Tataoute - Ignane,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tataoute,Ignane,إكنان,douar,,rural,120,24,,-8.7181794,30.2413242
Tataoute - Centre Tataoute,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tataoute,Centre Tataoute,مركز تتاوت,douar,,rural,210,42,,-8.708895,30.247745
Tindine - Adlalassa,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Adlalassa,أضلالاسا,douar,,rural,76,32,,-8.595866,30.10214
Tindine - Agadir Noufertha,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Agadir Noufertha,أكادير نوفرطها,douar,,rural,20,9,,-8.656904,30.092193
Tindine - Agni,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Agni,أكني,douar,,rural,80,21,,-8.72935,30.11071
Tindine - Aguerd Noudad,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Aguerd Noudad,أكرض نوضاض,douar,,rural,82,7,,-8.618903,30.084562
Tindine - Aguerd Ntizi,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Aguerd Ntizi,أكرض نتيزي,douar,,rural,61,15,,-8.607598,30.085848
Tindine - Ait Boussalh,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Ait Boussalh,أيت بوصالح,douar,,rural,65,21,,-8.651980199999999,30.1102275
Tindine - Ait Boutilli,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Ait Boutilli,أيت بوتيلي,douar,,rural,30,18,,-8.651980199999999,30.1102275
Tindine - Ait Ifrane,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Ait Ifrane,أيت إفران,douar,,rural,70,30,,-5.1109552,33.5228062
Tindine - Ait Izi,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Ait Izi,أيت إيزي,douar,,rural,75,19,,-8.589246,30.103319
Tindine - Ait Said Ouhammou,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Ait Said Ouhammou,أيت سعيد أوحمو,douar,,rural,75,43,,-8.651980199999999,30.1102275
Tindine - Alouss,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Alouss,ألوس,douar,,rural,29,9,,-8.651980199999999,30.1102275
Tindine - Amalou,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Amalou,أمالو,douar,,rural,85,8,,-8.74542,30.105789
Tindine - Aourir,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Aourir,أورير,douar,,rural,140,30,,-8.757491,30.11228
Tindine - Ouawzilit,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Ouawzilit,واوزيليت,douar,,rural,25,12,,-8.651980199999999,30.1102275
Tindine - Fouanou,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Fouanou,فوانو,douar,,rural,18,6,,-8.701821,30.07962
Tindine - Fougnar,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Fougnar,فوكنار,douar,,rural,20,10,,-8.675361,30.109867
Tindine - Ighir Ntkhfert,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Ighir Ntkhfert,إغير نتخفرت,douar,,rural,20,12,,-8.677875,30.087642
Tindine - Ignane,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Ignane,إكنان,douar,,rural,20,10,,-8.651980199999999,30.1102275
Tindine - Iguernoual,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Iguernoual,إكرنوال,douar,,rural,75,16,,-8.754717,30.120224
Tindine - Izgharene,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Izgharene,إزغارن,douar,,rural,26,9,,-8.651980199999999,30.1102275
Tindine - Kemmaz,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Kemmaz,كماز,douar,,rural,230,46,,-8.651980199999999,30.1102275
Tindine - Meksout,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Meksout,مكسوت,douar,,rural,70,25,,78.96288,20.593684
Tindine - Oughzif,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Oughzif,أوغزيف,douar,,rural,72,30,,-8.7747,30.062958
Tindine - Ouinyaloune,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Ouinyaloune,وينيالون,douar,,rural,100,30,,-8.651980199999999,30.1102275
Tindine - Aslwane,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Aslwane,أسلوان,douar,,rural,60,18,,,
Tindine - Souk Tlat Tindine,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Souk Tlat Tindine,سوق تلات تندين,douar,,rural,7,2,,-8.651594,30.110315
Tindine - Tachakchte,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Tachakchte,تشاكشت,douar,,rural,47,11,,-8.625531,30.103511
Tindine - Taferzelte,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Taferzelte,تفرزلت,douar,,rural,126,43,,-8.651980199999999,30.1102275
Tindine - Tafejgounte,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Tafejgounte,تفجكونت,douar,,rural,87,16,,-8.651980199999999,30.1102275
Tindine - Taguine,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Taguine,تاكين,douar,,rural,72,39,,-8.60222,30.112306
Tindine - Takerbount,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Takerbount,تكربونت,douar,,rural,10,5,,-8.755744,30.048803
Tindine - Talat Nait Hammou,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Talat Nait Hammou,تلات نايت حمو,douar,,rural,64,33,,,
Tindine - Talat Nifoulousne,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Talat Nifoulousne,تلات نيفولوسن,douar,,rural,106,26,,-8.630511,30.136039
Tindine - Talgrigh,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Talgrigh,تلكريغ,douar,,rural,27,12,,-8.707002,30.114206
Tindine - Talidla,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Talidla,تليضلا,douar,,rural,84,16,,-8.608454,30.090697
Tindine - Tangmart,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Tangmart,تنكمارت,douar,,rural,34,13,,-8.704847,30.10061
Tindine - Taouiti,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Taouiti,تويتي,douar,,rural,51,9,,-8.616053,30.086834
Tindine - Tasguint,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Tasguint,تسكينت,douar,,rural,90,25,,-8.611963,30.114106
Tindine - Tazka,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Tazka,تازكا,douar,,rural,28,12,,-8.70958,30.131743
Tindine - Tifghelt,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Tifghelt,تيفغلت,douar,,rural,32,12,,-8.765662,30.06681
Tindine - Tifourt,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Tifourt,تيفورت,douar,,rural,23,14,,-8.605371,30.109055
Tindine - Tilioua Nizddar,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Tilioua Nizddar,تيليوا نيزدار,douar,,rural,60,15,,-8.651980199999999,30.1102275
Tindine - Tilioua Noufella,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Tilioua Noufella,تيليوا نوفلا,douar,,rural,43,10,,-8.696303,30.074763
Tindine - Timzilt,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Timzilt,تمزيلت,douar,,rural,50,15,,-8.652008,30.090778
Tindine - Tanichte,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Tanichte,تانيشت,douar,,rural,40,23,,-8.651980199999999,30.1102275
Tindine - Tinsiane,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Tinsiane,تينسيان,douar,,rural,36,8,,-8.623127,30.09158
Tindine - Tizemzal,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Tizemzal,تيزمزال,douar,,rural,65,25,,-8.785126,30.134462
Tindine - Adar,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tindine,Adar,أضار,douar,,rural,12,5,,-8.614576,30.090807
Tisfane - Aguerd Ntaourirt,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tisfane,Aguerd Ntaourirt,أكرض نتاوريرت,douar,,rural,105,35,,-2.8935028,34.3983716
Tisfane - Agdal,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tisfane,Agdal,أكدال,douar,,rural,35,10,,-8.581886,30.220482
Tisfane - Ait Mekhlouf,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tisfane,Ait Mekhlouf,أيت مخلوف,douar,,rural,30,12,,-8.5530189,30.158986
Tisfane - Ait Walne,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tisfane,Ait Walne,أيت والن,douar,,rural,59,14,,-8.547649,30.164584
Tisfane - Amedghar,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tisfane,Amedghar,أمدغار,douar,,rural,120,20,,75.8243427,30.67956119999999
Tisfane - Dar Ouamane,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tisfane,Dar Ouamane,دار وامان,douar,,rural,65,16,,-8.5530189,30.158986
Tisfane - Idalne,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tisfane,Idalne,إضالن,douar,,rural,350,90,,-8.595869,30.198031
Tisfane - Idendi,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tisfane,Idendi,إدندي,douar,,rural,130,43,,-8.5530189,30.158986
Tisfane - Idinte,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tisfane,Idinte,إدينت,douar,,rural,180,50,,-8.624591,30.238225
Tisfane - Ighir Nislane,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tisfane,Ighir Nislane,إغير نيسلان,douar,,rural,30,10,,-8.553954,30.177915
Tisfane - Issourg,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tisfane,Issourg,إسورك,douar,,rural,70,16,,-8.539387,30.152117
Tisfane - Labast,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tisfane,Labast,لاباست,douar,,rural,97,10,,-8.550232,30.198965
Tisfane - Tabqalt,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tisfane,Tabqalt,تبقالت,douar,,rural,140,41,,-8.5530189,30.158986
Tisfane - Tagnit,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tisfane,Tagnit,تكنيت,douar,,rural,80,30,,-8.57646,30.154026
Tisfane - Tanmitert,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tisfane,Tanmitert,تنميترت,douar,,rural,20,5,,-7.8378152,30.95727359999999
Tisfane - Taourirt Nsimid,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tisfane,Taourirt Nsimid,تاوريرت نسيميض,douar,,rural,30,8,,-2.8935028,34.3983716
Tisfane - Taourirt Nouado,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tisfane,Taourirt Nouado,تاوريرت نواضو,douar,,rural,35,11,,-2.8935028,34.3983716
Tisfane - Tizergane,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tisfane,Tizergane,تيزركان,douar,,rural,21,4,,-8.559875,30.141916
Tisfane - Tigmmi Ntarga,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tisfane,Tigmmi Ntarga,تيكمي نتاركا,douar,,rural,80,30,,-8.5612613,30.1666728
Tisfane - Tizemrane,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tisfane,Tizemrane,تيزمران,douar,,rural,60,25,,-8.559997,30.172527
Tisfane - Simid,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tisfane,Simid,سيميض,douar,,rural,40,16,,-8.579399,30.151519
Tisfane - Tagdicht,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tisfane,Tagdicht,تاكضيشت,douar,,rural,55,12,,-9.2030585,29.5022688
Tisfane - Taghawte,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tisfane,Taghawte,تغاوت,douar,,rural,90,18,,-8.576264,30.229516
Tisfane - Tamkkoukte,50 -100 zone a risque modere,Souss-Massa,Taroudannt,Irherm,Tisfane,Tamkkoukte,تمكوكت,douar,,rural,60,15,,-8.552364,30.14915
